object,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree:F,c_charge_degree:M,v_decile_score,age
1,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-1.0615629010115046,69
3,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-1.0615629010115046,34
4,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,1.8894245151847455,0.15886638823199753,0.7071067811865475,0.0,-0.25788719110129227,24
7,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-1.0615629010115046,44
8,-0.12792277383035552,0.5570155543263149,-0.1832315464703722,-0.23510237636567338,2.2670653737574518,0.7071067811865475,0.0,-0.6597250460563985,41
9,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.05195351032054794,0.7071067811865475,0.0,-0.25788719110129227,43
10,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-1.0615629010115046,39
14,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,0.14395066385381394,27
15,-0.12792277383035552,0.5570155543263149,-0.1832315464703722,-0.23510237636567338,-0.05195351032054794,0.0,0.7071067811865475,0.14395066385381394,23
16,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-1.0615629010115046,37
18,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-0.6597250460563985,41
19,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.4735933074256388,0.7071067811865475,0.0,-1.0615629010115046,47
20,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,0.7913260838896339,0.7071067811865475,0.0,-0.6597250460563985,31
21,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-1.0615629010115046,37
22,-0.12792277383035552,1.9658466172510216,-0.1832315464703722,-0.23510237636567338,-0.05195351032054794,0.7071067811865475,0.0,2.153139938629345,25
23,-0.12792277383035552,0.20480778859513823,-0.1832315464703722,-0.23510237636567338,0.5805061853370884,0.7071067811865475,0.0,0.14395066385381394,31
24,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,0.36968628678454296,0.7071067811865475,0.0,-0.6597250460563985,31
25,-0.12792277383035552,0.5570155543263149,-0.1832315464703722,-0.23510237636567338,2.0562454752049066,0.7071067811865475,0.0,-0.25788719110129227,64
26,-0.12792277383035552,1.613638851519845,-0.1832315464703722,-0.23510237636567338,-0.4735933074256388,0.7071067811865475,0.0,2.153139938629345,21
27,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-0.25788719110129227,27
28,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,0.5457885188089201,21
30,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.4735933074256388,0.7071067811865475,0.0,0.5457885188089201,24
32,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.4735933074256388,0.0,0.7071067811865475,-0.6597250460563985,43
33,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,0.14395066385381394,32
37,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,1.0021459824421792,0.7071067811865475,0.0,-0.25788719110129227,27
39,-0.12792277383035552,0.9092233200574916,-0.1832315464703722,1.8894245151847455,0.36968628678454296,0.7071067811865475,0.0,1.3494642287191325,26
40,-0.12792277383035552,1.9658466172510216,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,0.9476263737640264,33
41,-0.12792277383035552,1.613638851519845,-0.1832315464703722,-0.23510237636567338,1.2129658809947248,0.7071067811865475,0.0,2.554977793584451,30
42,-0.12792277383035552,1.2614310857886681,-0.1832315464703722,-0.23510237636567338,0.15886638823199753,0.7071067811865475,0.0,-0.25788719110129227,32
45,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-1.0615629010115046,55
50,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,0.7913260838896339,0.7071067811865475,0.0,-0.6597250460563985,49
52,-0.12792277383035552,0.20480778859513823,-0.1832315464703722,-0.23510237636567338,0.15886638823199753,0.0,0.7071067811865475,-0.6597250460563985,33
53,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,-0.4735933074256388,0.0,0.7071067811865475,-0.25788719110129227,24
54,4.186499958852454,1.613638851519845,1.8254808954748094,6.138478298285584,3.7428046636252703,0.7071067811865475,0.0,0.9476263737640264,34
55,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-0.6597250460563985,29
56,-0.12792277383035552,1.2614310857886681,-0.1832315464703722,-0.23510237636567338,-0.2627734088730934,0.7071067811865475,0.0,1.7513020836742388,21
57,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.2627734088730934,0.0,0.7071067811865475,-1.0615629010115046,51
59,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,-0.2627734088730934,0.0,0.7071067811865475,-0.6597250460563985,29
61,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,0.7913260838896339,0.7071067811865475,0.0,-0.6597250460563985,51
64,-0.12792277383035552,0.9092233200574916,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-0.6597250460563985,29
66,-0.12792277383035552,1.9658466172510216,-0.1832315464703722,-0.23510237636567338,1.2129658809947248,0.0,0.7071067811865475,2.153139938629345,25
67,2.0292885925110493,1.2614310857886681,-0.1832315464703722,8.263005189836003,2.0562454752049066,0.7071067811865475,0.0,-0.25788719110129227,35
68,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-1.0615629010115046,49
70,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-0.25788719110129227,29
71,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,-0.4735933074256388,0.7071067811865475,0.0,-0.6597250460563985,29
72,-0.12792277383035552,-0.8518155085983917,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.7071067811865475,0.0,-0.6597250460563985,28
79,-0.12792277383035552,0.20480778859513823,-0.1832315464703722,1.8894245151847455,2.4778852723099973,0.7071067811865475,0.0,1.3494642287191325,31
80,-0.12792277383035552,-0.14739997713603842,-0.1832315464703722,-0.23510237636567338,-0.2627734088730934,0.7071067811865475,0.0,0.14395066385381394,24
83,-0.12792277383035552,0.9092233200574916,-0.1832315464703722,-0.23510237636567338,-0.6844132059781843,0.0,0.7071067811865475,-0.25788719110129227,30
84,-0.12792277383035552,-1.2040232743295685,-0.1832315464703722,-0.23510237636567338,0.15886638823199753,0.0,0.7071067811865475,-1.0615629010115046,49
85,-0.12792277383035552,0.20480778859513823,-0.1832315464703722,-0.23510237636567338,1.0021459824421792,0.7071067811865475,0.0,-0.6597250460563985,53
87,-0.12792277383035552,-0.4996077428672151,-0.1832315464703722,-0.23510237636567338,0.36968628678454296,0.7071067811865475,0.0,-0.6597250460563985,35
90,2.0292885925110493,1.9658466172510216,1.8254808954748094,4.013951406735165,2.4778852723099973,0.7071067811865475,0.0,2.153139938629345,27
